3552 SIMPLICES INFORMATION:


471 NODES INFORMATION:

1	1	2	7	39	163	
2	1	4	7	40	164	
3	1	7	39	40	165	
4	1	7	39	163	165	
5	1	7	40	164	165	
6	1	20	39	40	166	
7	1	39	40	165	166	
8	164	4	7	40	168	
9	164	7	40	165	170	
10	164	7	40	168	171	
11	164	7	40	170	171	
12	164	7	87	165	170	
13	164	7	87	168	171	
14	164	7	87	170	171	
15	164	40	84	165	170	
16	164	40	84	168	171	
17	164	40	84	170	171	
18	164	87	165	170	397	
19	164	87	168	171	397	
20	164	87	170	171	397	
21	164	84	165	170	430	
22	164	84	168	171	430	
23	164	84	170	171	430	
24	164	165	170	397	430	
25	164	165	391	397	430	
26	164	168	171	397	430	
27	164	168	394	397	430	
28	164	170	171	397	430	
29	164	391	394	397	430	
30	163	2	7	39	178	
31	163	7	39	165	170	
32	163	7	39	178	180	
33	163	7	39	170	180	
34	163	7	87	165	170	
35	163	7	87	178	180	
36	163	7	87	170	180	
37	163	39	85	165	170	
38	163	39	85	178	180	
39	163	39	85	170	180	
40	163	87	165	170	397	
41	163	87	178	180	397	
42	163	87	170	180	397	
43	163	85	165	170	429	
44	163	85	178	180	429	
45	163	85	170	180	429	
46	163	165	170	397	429	
47	163	165	391	397	429	
48	163	178	180	397	429	
49	163	178	392	397	429	
50	163	170	180	397	429	
51	163	391	392	397	429	
52	165	7	39	40	170	
53	165	166	391	429	430	
54	165	170	397	429	430	
55	165	391	397	429	430	
56	20	39	40	63	167	
57	20	39	40	166	167	
58	40	4	7	41	168	
59	40	4	21	41	169	
60	40	4	41	168	169	
61	40	7	22	39	170	
62	40	7	22	41	171	
63	40	7	22	170	171	
64	40	7	41	168	171	
65	40	21	41	66	172	
66	40	21	41	169	172	
67	40	22	39	69	173	
68	40	22	39	170	173	
69	40	22	41	69	174	
70	40	22	41	171	174	
71	40	22	69	173	174	
72	40	22	170	171	174	
73	40	22	170	173	174	
74	40	39	63	69	175	
75	40	39	63	167	175	
76	40	39	69	173	175	
77	40	41	66	69	176	
78	40	41	66	172	176	
79	40	41	69	174	176	
80	40	63	66	69	177	
81	40	63	69	175	177	
82	40	66	69	176	177	
83	40	69	173	174	177	
84	40	69	173	175	177	
85	40	69	174	176	177	
86	40	84	170	171	174	
87	40	84	170	173	174	
88	40	84	173	174	177	
89	40	84	173	175	177	
90	40	84	174	176	177	
91	39	2	7	42	178	
92	39	2	23	42	179	
93	39	2	42	178	179	
94	39	7	22	42	180	
95	39	7	22	170	180	
96	39	7	42	178	180	
97	39	23	42	64	181	
98	39	23	42	179	181	
99	39	22	42	69	182	
100	39	22	42	180	182	
101	39	22	69	173	182	
102	39	22	170	173	182	
103	39	22	170	180	182	
104	39	42	64	69	183	
105	39	42	64	181	183	
106	39	42	69	182	183	
107	39	63	64	69	184	
108	39	63	69	175	184	
109	39	64	69	183	184	
110	39	69	173	175	184	
111	39	69	173	182	184	
112	39	69	182	183	184	
113	39	85	170	173	182	
114	39	85	170	180	182	
115	39	85	173	175	184	
116	39	85	173	182	184	
117	39	85	182	183	184	
118	166	167	410	429	430	
119	166	391	410	429	430	
120	84	170	171	174	430	
121	84	170	173	174	430	
122	84	173	174	177	430	
123	84	173	175	177	430	
124	84	174	176	177	430	
125	85	170	173	182	429	
126	85	170	180	182	429	
127	85	173	175	184	429	
128	85	173	182	184	429	
129	85	182	183	184	429	
130	170	22	90	171	174	
131	170	22	90	173	174	
132	170	22	90	173	182	
133	170	22	90	180	182	
134	170	90	171	174	412	
135	170	90	173	174	412	
136	170	90	173	182	412	
137	170	90	180	182	412	
138	170	171	174	430	412	
139	170	171	430	397	412	
140	170	173	174	430	412	
141	170	173	182	412	429	
142	170	173	430	412	429	
143	170	180	182	412	429	
144	170	180	397	412	429	
145	170	430	397	412	429	
146	4	7	9	41	185	
147	4	7	41	168	185	
148	7	2	5	42	186	
149	7	2	42	178	186	
150	7	5	10	43	187	
151	7	5	42	43	188	
152	7	5	42	186	188	
153	7	5	43	187	188	
154	7	9	10	44	189	
155	7	9	41	44	190	
156	7	9	41	185	190	
157	7	9	44	189	190	
158	7	10	43	44	191	
159	7	10	43	187	191	
160	7	10	44	189	191	
161	7	22	41	44	192	
162	7	22	41	171	192	
163	7	22	42	43	193	
164	7	22	42	180	193	
165	7	22	43	44	194	
166	7	22	43	193	194	
167	7	22	44	192	194	
168	7	41	44	190	192	
169	7	41	168	171	185	
170	7	41	171	185	192	
171	7	41	185	190	192	
172	7	42	43	188	193	
173	7	42	178	180	186	
174	7	42	180	186	193	
175	7	42	186	188	193	
176	7	43	44	191	194	
177	7	43	187	188	193	
178	7	43	187	191	194	
179	7	43	187	193	194	
180	7	44	189	190	192	
181	7	44	189	191	194	
182	7	44	189	192	194	
183	7	87	168	171	185	
184	7	87	171	185	192	
185	7	87	178	180	186	
186	7	87	180	186	193	
187	7	87	185	190	192	
188	7	87	186	188	193	
189	7	87	187	188	193	
190	7	87	187	191	194	
191	7	87	187	193	194	
192	7	87	189	190	192	
193	7	87	189	191	194	
194	7	87	189	192	194	
195	168	41	89	171	185	
196	168	87	171	185	397	
197	168	89	171	185	431	
198	168	169	430	394	431	
199	168	171	185	397	431	
200	168	171	430	397	431	
201	168	185	394	397	431	
202	168	430	394	397	431	
203	185	41	89	190	192	
204	185	41	89	171	192	
205	185	87	190	192	397	
206	185	87	171	192	397	
207	185	89	190	192	431	
208	185	89	171	192	431	
209	185	190	192	397	431	
210	185	190	397	399	431	
211	185	171	192	397	431	
212	185	394	397	399	431	
213	87	178	180	186	397	
214	87	180	186	193	397	
215	87	186	188	193	397	
216	87	187	188	193	397	
217	87	187	191	194	397	
218	87	187	193	194	397	
219	87	189	190	192	397	
220	87	189	191	194	397	
221	87	189	192	194	397	
222	189	9	10	44	202	
223	189	9	44	190	195	
224	189	9	44	202	203	
225	189	9	44	195	203	
226	189	9	103	190	195	
227	189	9	103	202	203	
228	189	9	103	195	203	
229	189	10	44	191	204	
230	189	10	44	202	205	
231	189	10	44	204	205	
232	189	10	115	191	204	
233	189	10	115	202	205	
234	189	10	115	204	205	
235	189	44	91	190	192	
236	189	44	91	190	195	
237	189	44	91	191	194	
238	189	44	91	191	204	
239	189	44	91	202	203	
240	189	44	91	202	205	
241	189	44	91	192	194	
242	189	44	91	195	203	
243	189	44	91	204	205	
244	189	103	190	195	399	
245	189	103	202	203	399	
246	189	103	195	203	399	
247	189	115	191	204	400	
248	189	115	202	205	400	
249	189	115	204	205	400	
250	189	91	190	192	434	
251	189	91	190	195	434	
252	189	91	191	194	434	
253	189	91	191	204	434	
254	189	91	202	203	434	
255	189	91	202	205	434	
